period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8448979591836735,0.0370835438683638,0.010395673500284,-0.0227418350176634,4,0,0.673953488372093,0.867109634551495,0.8021978021978022,-0.0343793635135189,0.0758812047836386,-0.0231553550384569,0.0352070748141263,-0.0767504442327532,-0.0527845377766669
1,0.8408163265306123,0.117248477738052,0.0877493336673728,-0.0565399293605871,3,0,0.6037151702786377,0.8504983388704319,0.8186813186813187,-0.0278614057003096,0.2151753946960022,0.0328341095856524,0.1239473869496241,-0.066088787429995,-0.0335568236240984
2,0.7142857142857143,0.1621050309994109,-0.2723804679668735,0.0623282766329234,5,0,0.2770827788128826,0.6877076411960132,0.7472527472527473,0.0050987218778512,0.268965353825515,0.0100842624998595,-0.4567233702995772,-0.0501337144007683,0.1052326654874409
3,0.8151950718685832,0.5892935004256937,0.0727703865751245,0.1083932623896215,6,0,0.5287415846711548,0.8239202657807309,0.7932960893854749,0.1869349313259076,0.8900398432568897,0.0850477362886723,0.0664176065807222,0.1091366072101743,0.2561541278723248
4,0.8488612836438925,0.1465225604076629,0.0546374452255018,0.0806689215434059,5,0,0.6527716186252772,0.8704318936877077,0.8057142857142857,0.0939058970828287,0.1676723390438138,-0.0223450425224696,0.1140603872250125,0.0655170292467039,0.0745617543789693
5,0.9032921810699589,0.1676555894871581,-0.0282972250624404,0.0541092232349338,0,0,0.7874610938194754,0.9022801302931596,0.9011627906976744,-0.047711549949629,0.3224950877819734,-0.00679349770553,-0.0410554845627798,-0.0269648436417425,0.1042796779800597
6,0.725108225108225,-0.7042836886944003,0.0467164180068365,-0.1120610144316328,6,3,0.4551045510455104,0.6515679442508711,0.8392857142857143,-0.724097808474945,-0.6936847012204903,0.2341849190682985,-0.0924126916830171,-0.2778004030876354,-0.4416478003971636
7,0.8369565217391305,-0.3387913434338263,-0.0024312975342296,-0.0147698088160685,7,0,0.7900629811056683,0.7735191637630662,0.9397590361445785,-0.3861268823195555,-0.3125942116026773,0.0625048262548262,-0.0502122748297629,-0.2284280987192759,-0.2355016637632332
8,0.748898678414097,-0.1710253343747499,0.0497830492875465,0.0656077744263814,5,0,0.5727391874180865,0.7117437722419929,0.8012048192771084,-0.1788113832380444,-0.1806641987967998,0.0382348696671777,0.0593197412680962,-0.0772484825257753,-0.0825397248587938
9,0.824945295404814,-0.0594312694032927,0.0199324366063468,0.1079286172372575,6,0,0.7480273540241978,0.7785714285714286,0.8941176470588236,-0.0558589972161407,-0.0805900435733137,0.0758445628409771,-0.0273758153707714,-0.01937899258814,0.0314315545207965
10,0.7057569296375267,0.0440097026013322,0.147950676664763,0.1270624768173418,6,0,0.6935692706085456,0.6464285714285715,0.7857142857142857,-0.0894857341161071,0.1337852116068433,0.1220271344594301,0.1651042082705619,-0.0831550207526719,0.1951979549611439
11,0.8407643312101911,0.1770476560645692,0.0293032390487997,0.2259251341187844,1,0,0.824782951854775,0.8178571428571428,0.8695652173913043,0.0834623510412091,0.2313625722055688,0.0472300372080174,0.016306516689009,0.0678286386434776,0.262937316941196
12,0.7665952890792291,0.2071966902914708,0.0349929798380128,0.2001856321786987,6,0,0.8155699721964782,0.6642857142857143,0.9166666666666666,0.0776850702522281,0.2905293790477299,0.0728312223858615,0.0089579449293609,0.0653204697047149,0.2811676670453499
13,0.5789473684210527,0.1008087764693479,0.095569037983914,0.1673722618569127,5,0,0.6405312767780634,0.4483985765124555,0.7797619047619048,-0.0059865467375597,0.1674846156309825,0.1931245238569288,0.0271312397478748,-0.0631119495405796,0.2261578798272955
14,0.561822125813449,0.0860282771681678,0.0729698193779023,0.1814518387112166,3,1,0.6518235793044953,0.5,0.6488095238095238,-0.0283058119148466,0.1592019608381783,0.0640280906882484,0.0791456478209279,-0.0419980706104131,0.1777233192157463
15,0.8550420168067228,0.1616300167147129,0.017096630712209,0.1874293358061278,4,0,0.8746642793196061,0.8451178451178452,0.8662790697674418,0.0254673400441305,0.251325333804288,0.0169234296220211,0.0172135821200602,-0.050805407297644,0.2602556735095048
16,0.5609243697478992,0.2603864537117664,0.1015960505004204,0.2073024994183641,3,0,0.5838582677165355,0.5578231292517006,0.5485714285714286,-0.041934269160648,0.4850758910344271,0.1649513534290647,0.0679190915828975,-0.1110159129839549,0.3214396835730762
17,0.6063829787234043,0.1766675364176946,-0.0006651413825374,0.123110301963307,5,0,0.5475695886996261,0.5171232876712328,0.7426900584795322,0.0810921845636785,0.2326295221569284,0.1224326287230306,-0.0896228495168807,-0.0285001991885666,0.1382302685673906
