period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.9855072463768116,-0.002531851212785,-0.0029344854601462,-0.038459245382733,3,0,0.990550036346014,0.9800664451827242,0.9942857142857144,-0.0834416735610449,0.058802594441565,-0.0086529428018789,0.0021773802916331,-0.1775786574230638,-0.0807683642130347
1,0.9604166666666667,0.2325150209022355,-0.0012910752894885,0.0021751780668775,6,0,0.9587577639751552,0.9800664451827242,0.9244186046511628,-0.0597615952183971,0.5068831245151331,0.0065362646068528,-0.0063345291720868,-0.1375599193341303,-0.1270025908694317
2,0.9642857142857143,-0.0301395811430011,0.0134661326616138,-0.0708355213260692,5,0,0.9637732298282756,0.9933554817275748,0.9107142857142856,-0.0868607223057052,0.0068312232348468,0.0037442795728747,0.0225712353147771,-0.1152495901418299,-0.0862793614299976
3,0.9917184265010353,-0.1544645191469842,-0.0057617102184081,-0.1042645027679826,4,1,0.98803077799943,0.9935064935064936,0.988095238095238,-0.2320436625187837,-0.0931853815133789,-0.0175035039986808,0.0045068110868468,-0.1644661019947473,-0.186400096779617
4,0.8083333333333333,-0.1856757799702768,0.0898359570346378,-0.1392176102491143,2,0,0.8264322178105502,0.7833333333333333,0.85,-0.194339152751279,-0.1948676917498622,0.0846671257892461,0.0951770827668097,-0.1801376431695519,-0.1632526365654501
5,0.8297872340425532,-0.1647195566392512,0.0307212952810491,-0.1509410839722188,5,0,0.8919794761004591,0.7789115646258503,0.9147727272727272,-0.1799981427389536,-0.1675470094963522,0.0546417670045189,0.0063891555422346,-0.150633211236161,-0.1446385631226099
6,0.8038379530916845,-0.1959088970670391,0.0729309934701902,-0.1009907820460381,7,0,0.8527498521584861,0.7517006802721088,0.8914285714285715,-0.1942441791750385,-0.2155382364146341,0.0987631620304888,0.0455311563406588,-0.159346770573565,-0.0536307661193306
7,0.814498933901919,-0.2263751896715881,0.0578005131155781,-0.1518225784815843,4,0,0.8240318906605922,0.7312925170068028,0.9542857142857144,-0.2093133199385416,-0.2612258781640397,0.1204722819621122,-0.0114654926285422,-0.1789809970167498,-0.1341301887765054
8,0.7702127659574468,-0.1434537808981147,0.0627301443043985,-0.0824095671942809,1,0,0.7732728727660709,0.7278911564625851,0.8409090909090909,-0.1409956607628278,-0.1650708123597808,0.0619345197796142,0.0635754412887072,-0.1146259098732293,-0.0887027075642213
9,0.7573529411764706,-0.2864608150294452,0.1190136935138866,-0.1278213784084162,7,0,0.7859051436205745,0.7182539682539683,0.8205128205128205,-0.2255221436169315,-0.3652827798561101,0.0505876911915845,0.2052331608779566,-0.1510193442038307,-0.1032898839637829
10,0.8151260504201681,0.1449112985667013,0.0421246733351923,-0.1114557777203439,4,0,0.8954802259887006,0.782312925170068,0.8681318681318682,-0.1018348894929678,0.374213435378041,0.0766322955533064,0.018834513491851,-0.0927517914578345,-0.2443156499641922
11,0.8634453781512605,-0.1454862633857673,0.0499470199550285,-0.0846430985748564,5,0,0.8963730569948186,0.8877551020408163,0.8241758241758241,-0.0745141573944317,-0.2378093647798518,0.0120806053083538,0.0974275765324934,-0.0642490563184005,-0.106898589599007
12,0.930672268907563,-0.2609413117380622,0.0148281884225211,-0.1226144451368645,4,0,0.9582038972041796,0.9183673469387756,0.9505494505494504,-0.1551467236226722,-0.3866524029900474,0.012363858272353,0.0183335188186588,-0.0791581326575835,-0.150691443394006
13,0.9537815126050421,-0.274567146666088,0.0272660230059769,-0.1360951337685723,6,1,0.9500784929356358,0.9489795918367347,0.9615384615384616,-0.2549322943927601,-0.3110014159150485,0.021916294879966,0.0332400140294485,-0.1412943006342503,-0.0846793735351114
14,0.9243697478991597,-0.2389858566095736,0.0548974571863735,-0.1183484111044338,5,0,0.9204129204129204,0.9591836734693876,0.8681318681318682,-0.2128273422594425,-0.2829493558317517,0.0290107285222554,0.0842437188573516,-0.1246323898643614,-0.0104917902248511
15,0.7817047817047817,-0.235595220240198,0.1308720533567119,-0.184236821571118,5,0,0.8338368580060423,0.7792642140468228,0.7857142857142857,-0.2834876829824236,-0.2031650967303084,0.0433899445669869,0.2121045869051346,-0.2036370881390099,-0.1508882933872582
16,0.8674948240165632,-0.238376703779002,0.0434162359003021,-0.0997940716215186,0,0,0.9073330901130974,0.8438538205980066,0.9065934065934066,-0.3575354145913182,-0.1322911458612714,0.0283459079138474,0.0549389108848819,-0.2598026431128302,-0.0859764099302857
17,0.8530020703933748,-0.1791868225353789,0.0840243283850758,-0.0963929947918531,3,0,0.8260869565217391,0.8770764119601329,0.8131868131868132,-0.3696603744913638,-0.0007759954081035,0.0251627360803193,0.1223684859701442,-0.2518510726759615,-0.1850010075206934
18,0.813664596273292,-0.5400812220252337,0.2236700899938677,-0.161127248843051,6,3,0.6752323674138874,0.7940199335548173,0.8461538461538461,-0.685795751937461,-0.3998525109196033,0.0999721914357682,0.2905463264257578,-0.2394983465501514,-0.1478156100962766
19,0.639751552795031,-0.1885757116996278,0.0811267204401793,-0.0074349829230462,7,0,0.6093073593073594,0.5813953488372093,0.7362637362637363,-0.356047495230216,-0.0337086588779792,0.1277899163795108,0.0490141054194479,-0.1983487116299364,0.0433838889614648
20,0.9130434782608696,-0.2595333328624026,0.0315248040328207,-0.2014896849120184,5,0,0.9161352040816326,0.9667774086378738,0.8241758241758241,-0.3297398146115792,-0.2035273203291838,0.0144388815416587,0.0463727512373592,-0.2281769138993101,-0.1054028463911778
21,0.9081419624217119,-0.170480197550507,0.0241163732651537,-0.1458741771725611,6,0,0.9425357251444209,0.9326599326599326,0.8681318681318682,-0.2091233727860605,-0.149051767924465,0.0208535288264693,0.0272479092968291,-0.1726433681580599,-0.0370301698303547
22,0.7803837953091685,-0.1245380406738725,0.070200442830455,-0.0852420756640248,6,0,0.884054054054054,0.7839721254355401,0.7747252747252747,-0.1614149796545495,-0.1059568363898251,0.0345601589831527,0.1047215893949099,-0.1550842662911143,-0.0445440930355245
23,0.897872340425532,-0.1306205926751976,0.05908942564363,-0.0911832239260503,1,0,0.9282051282051282,0.9163763066202092,0.8688524590163934,-0.1286174379928074,-0.1520536469626534,0.0184043596730245,0.1022642874679384,-0.1442511503905388,-0.1204789022270262
24,0.8760683760683761,-0.0656897143168842,0.0071635792178855,-0.0362167118486456,6,0,0.8836872586872587,0.912280701754386,0.819672131147541,-0.0923375318689112,-0.058982450881238,0.0422587283317638,-0.0277930212492525,-0.1047021324164243,-0.0683441628836179
25,0.8333333333333334,-0.1111358328074064,0.0660893608149559,-0.0786972813013542,5,0,0.9086967610303494,0.8607142857142858,0.7912087912087912,-0.0795794147939285,-0.1635212276497907,0.0211467290362523,0.1171569484966456,-0.1367048175969484,-0.1048479634534776
26,0.9501039501039501,-0.0867600928233133,0.022425962663614,-0.1095079998930227,4,0,0.9562324033785512,0.9559322033898304,0.9408602150537636,-0.0465286102622116,-0.1486467836335925,0.036099342585829,0.0066124187213932,-0.1228013576039861,-0.1397164439283757
27,0.8631578947368421,-0.0762876726551495,0.0462451952252866,-0.1332691549201224,3,0,0.8416020671834625,0.8321678321678322,0.91005291005291,-0.1376399277356612,-0.0335066244157906,0.0284346549192364,0.0626557134928557,-0.2067215715589681,-0.1971428318771415
28,0.7175732217573222,-0.1161156653280396,0.0936350466969909,-0.216507281477988,5,0,0.8262657414546389,0.698961937716263,0.746031746031746,-0.1288390430040354,-0.1226643671962882,0.080430263827313,0.1071750678548911,-0.2384314267562805,-0.2170636207858259
29,0.806,-0.1919063109026804,0.0313036794276061,-0.1955907471639928,2,1,0.8593661573288058,0.8360128617363344,0.7566137566137566,-0.1822141928512335,-0.2199143420956313,0.0296875935261066,0.0330531923756667,-0.2247393310464362,-0.3125160312611267
30,0.7976190476190477,-0.1022816191655599,0.0896411658865674,-0.1587284618866072,0,0,0.8800299925018745,0.792332268370607,0.806282722513089,-0.1010117851655496,-0.1235886258233102,0.0442736908828397,0.1376969917931582,-0.192000297216717,-0.2412592219058386
31,0.915686274509804,-0.0032439713611138,0.0347333041937392,-0.1004283330852555,5,0,0.9294017578678764,0.9174603174603174,0.9128205128205128,-0.1221275769497021,0.097320170432872,0.0133544897223223,0.052395191384361,-0.1891611517916806,-0.0818042733254535
32,0.8968253968253969,-0.1041158424084095,-0.0218906815224047,-0.1644149118151931,2,0,0.878282208588957,0.9155844155844156,0.8673469387755102,-0.1485935468620731,-0.0781405485624026,-0.0073324467736079,-0.0357753778803013,-0.2057328309499628,-0.2200337258582767
33,0.848906560636183,0.1301063154792946,0.015104614805663,-0.242080961277498,5,0,0.8065023597273204,0.8618421052631579,0.8291457286432161,-0.1192783696624851,0.3624628756771971,0.0237668126266257,0.0093223559944102,-0.172010164721885,-0.463891161186961
34,0.7559055118110236,-0.133614905692019,0.0918631236911887,-0.1129787788965814,1,1,0.7970855100357438,0.7557755775577558,0.7560975609756098,-0.2066540598038058,-0.0774884153177848,0.0358594951064812,0.1415981538391753,-0.1311984233257184,-0.1741930749846915
35,0.761904761904762,-0.1523744061833153,0.0699945878557882,-0.1784217543607744,5,0,0.7870324189526184,0.7574750830564784,0.7684729064039408,-0.1814544042413089,-0.141224730555988,-0.0083335515041888,0.1470914319344443,-0.2089713584584184,-0.2487946559640948
