period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8979591836734694,0.0437618149569221,0.0337523480341595,-0.0172990711987508,1,0,0.9193646915088576,0.8770764119601329,0.9285714285714286,-0.0397744753120696,0.1735039197515868,0.016945700218786,0.0600730510395664,-0.1916587354779299,-0.1275302917564266
1,0.8803245436105477,-0.0417685076901883,0.0482814755465484,-0.0552000449440844,3,0,0.8899376669634906,0.868421052631579,0.8956043956043956,-0.0558918044420421,-0.0424086215542308,0.020370547397782,0.1009490724194754,-0.150028788304061,-0.1819795802088305
2,0.8531187122736419,-0.0025526345009509,0.0248386891085555,-3.0310119592935787e-05,5,1,0.8668560606060606,0.8506493506493507,0.8516483516483516,-0.0529921350333514,0.0651817332644996,0.0071142348223039,0.0549986262500516,-0.0461529583462579,-0.0654385632326719
3,0.8229376257545272,-0.018052468694806,0.0610885857657942,-0.0355707667674504,4,0,0.83640081799591,0.8214285714285714,0.8186813186813187,-0.079669093593306,0.0715218078190804,0.0356740095045553,0.1028671536750759,-0.1220401743125403,-0.0571439347412251
4,0.8470824949698189,-0.0145279953764503,0.056265196917521,-0.079616711858106,3,0,0.8252259180926745,0.8636363636363636,0.8131868131868132,-0.1417703467627655,0.2005480227842113,0.0467592921627242,0.0692712379970823,-0.1799977284924509,-0.0481841955358892
5,0.8881987577639752,-0.0475677365927588,0.096742352079616,-0.1010856925852105,5,0,0.8608729540140296,0.9169435215946844,0.8342857142857143,-0.1147676586725679,0.0535449437634106,0.0541493420136709,0.1652391424284002,-0.1700000949511874,-0.1101877445746634
6,0.9395833333333334,0.0972844875446617,0.0289755530947114,-0.1303856910045139,6,0,0.933171096967428,0.9368770764119602,0.9418604651162792,-0.0897937726119844,0.4236538256148978,0.0188438083101988,0.0413734302321652,-0.1675920967277176,-0.210231889769667
7,0.9175475687103594,-0.118792542260796,0.0356156144861809,-0.1130540525074354,5,0,0.9147401908801696,0.9639344262295082,0.8333333333333334,-0.1402238564114638,-0.1032213172920697,-0.0027246238752498,0.1059686120859444,-0.1686127242475885,-0.1963319019569141
8,0.9126819126819127,-0.0207034861396642,0.0514347634069814,-0.0613194821159213,0,0,0.928065598210958,0.9188311688311688,0.9017341040462428,-0.1271753440723556,0.1547974439416205,0.0410819191052296,0.0664112022798959,-0.1064286377644691,-0.0634179658602931
9,0.9420289855072463,-0.0203217098754743,0.0573789743723426,-0.0097021662051586,4,1,0.944828990228013,0.961038961038961,0.9085714285714286,-0.1361643192392968,0.1731032252638062,0.015078343849778,0.1169958805262732,-0.0685867587152604,0.079888509997568
