period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.789010989010989,0.1514516654648285,0.0559158274567317,0.0828457234507581,5,1,0.7423805601317958,0.7362637362637363,0.8628571428571429,0.1038602111722767,0.1844183954079932,-0.0007340200333593,0.1062357656050724,0.1106993878593701,0.0537980989108217
1,0.7934065934065935,-0.0197675385352343,0.0967808976915741,-0.0824474724027044,4,0,0.7943396226415095,0.7655677655677655,0.8285714285714286,-0.0160804530277052,-0.0338310234271456,0.0073487673911787,0.1835834498045953,-0.0584515337469395,-0.1624967659874511
2,0.8241758241758241,0.0709362059260914,0.0627611288602356,-0.1061681265592584,3,0,0.8260781122864117,0.8241758241758241,0.8171428571428572,0.0212582348163521,0.106758083823494,-0.0064135358377757,0.1235973667491732,-0.0169691469133333,-0.1419741344966066
3,0.9040178571428572,-0.0089803334623552,0.0471104430894104,-0.1142704148175454,5,0,0.87972800679983,0.8909774436090225,0.92,0.0177048551574766,-0.0450790981270337,0.0029811289383988,0.0919347974410765,-0.0375275811211429,-0.2088117864651077
4,0.8966292134831461,-0.0411410170594083,-0.0221462136168935,-0.5438803014656534,6,0,0.8575722543352601,0.8909774436090225,0.9011627906976744,-0.0009926901904161,-0.0897252030770969,-0.0064176829268292,-0.0385981385680202,-0.0787910143061493,-0.7236109184616617
5,0.8616780045351474,-0.0708528811140549,0.0083674592679556,-0.1429643075681493,5,0,0.8409302325581396,0.849624060150376,0.875,-0.0368085010378125,-0.1132997140639496,-0.0070184273707633,0.0242965409301059,-0.0651973688739372,-0.206410298728794
6,0.9550561797752809,0.0981344873536879,0.0177842711172124,-0.0169252518994219,0,0,0.9534545454545454,0.9592592592592591,0.9464285714285714,0.0798043949102065,0.1037864074260088,0.017680519516433,0.0178810069273986,0.1005511012180929,-0.1144290023759048
7,0.9703504043126685,0.0366228416779491,0.0067620986710965,0.2075187170988735,7,0,0.9888103651354536,0.9910714285714286,0.9387755102040816,0.1218245194477031,-0.0557379982010823,0.0020362502828125,0.0121132177730816,0.1567219280491765,0.1061694720942211
8,0.9504132231404959,0.0182976563771105,0.0109249576411919,0.1352778449035451,4,0,0.9755899104963384,0.9775784753363228,0.9071428571428573,0.0885468369280749,-0.0596149392608982,0.0042052902924946,0.0183384286116071,0.1188791598498666,0.067480750126636
9,0.9805013927576602,0.0342116622189252,0.0033558286247364,0.156980804876103,1,0,0.992354740061162,0.9908675799086758,0.9642857142857144,0.0832167674397616,-0.0236247556842628,0.0005311116896641,0.0063426274113821,0.10958651832936,0.0527433491112966
10,0.909967845659164,0.0650471934686626,0.0227734242226747,0.3160312609248277,7,0,0.950178684044566,0.9214659685863874,0.8916666666666667,0.1807090966519265,-0.0566507888166627,0.0022232307067618,0.0472876822239672,0.2552118960650272,0.2053421070756644
11,0.9368131868131869,-0.0373763444844048,0.0101470983309845,-0.3690342586167306,4,0,0.9521349862258952,0.9375,0.9357142857142856,0.0614170652468187,-0.1418948959773492,-0.0087584026357042,0.0324348463332448,0.0705001632819519,-0.7604239813195824
12,0.9478021978021978,-0.070557517165631,0.0515772996348198,0.0418289928450932,5,0,0.9746192893401016,0.9866071428571428,0.8857142857142857,-0.0219181481815721,-0.1269178189558118,0.0032362608846087,0.1031914131180866,-0.0116530471055409,0.0039929562250329
13,0.804945054945055,0.1033614771680973,0.1512646692879181,0.285828990039636,4,0,0.8309928151534944,0.8392857142857143,0.75,0.1736587401859036,0.0244875883054141,0.0692439248637006,0.2408199626190194,0.2496473311509922,0.2604485479014555
14,0.8681318681318682,0.1165381632989926,0.0628728937823214,0.3720742884522134,6,1,0.8623356535189481,0.8794642857142857,0.85,0.182993412146918,0.0411842381309088,0.0760203108610661,0.0486355949856831,0.2966314059054278,0.2675062805108458
15,0.6801075268817205,0.0298341205215542,0.1117796286655229,0.2178753133237201,5,0,0.5971351835273053,0.6233766233766234,0.7730496453900709,0.1395350148903527,-0.0858035363522536,0.1637653541878057,0.0500200015853086,0.2193856097337663,-0.0335267330092034
16,0.6145552560646901,0.4279735416783293,0.2079704556389842,0.506866701925283,0,0,0.5662563359884142,0.6017316017316018,0.6357142857142857,0.6515601028788014,0.1995081467010416,0.22091459887965,0.1909842291960687,0.7492928743572894,0.2458228826320272
17,0.37135278514588854,0.0894947597439012,0.3498712849170884,0.1354364506826927,3,0,-0.0345919059461903,0.303030303030303,0.4794520547945205,0.244839139066871,-0.0702871710235601,0.4042025460762729,0.2805372276232056,0.3626484408822732,-0.2545121831361501
18,0.33692722371967654,-0.573021632604667,0.0514422151302313,0.0224381002963789,6,3,-0.0189263592567102,0.29004329004329,0.4142857142857143,-0.5600013536684415,-0.5900262770449609,-0.0042891546346234,0.108449118934991,-0.1137039482811319,-0.3379893762216343
19,0.5849056603773586,-0.0361721939345514,0.1230536634981477,0.2998297136135474,7,0,0.6128037022753567,0.5497835497835498,0.6428571428571429,0.0756869867340491,-0.1531565173930872,0.1725429228399012,0.0631399639134369,0.2333857703343286,-0.0760639695536431
20,0.8016085790884719,-0.0222037375790956,-0.0553177132052839,0.2226846022866518,5,0,0.8660818713450292,0.7725321888412017,0.85,0.0589353397707786,-0.1100594686490647,-0.0789537373397834,-0.0285127448796338,0.1604982404830476,-0.0119349947110587
21,0.9448818897637796,-0.0534932746581017,0.0097710767939499,0.11726748614297,6,0,0.9548813691170752,0.946058091286307,0.9428571428571428,0.0449756339680533,-0.1575290962312105,0.0190457170615857,-0.0011932190446437,0.0814556385960539,-0.0455074981371002
22,0.967741935483871,-0.1291106522875154,0.0258100084699041,-0.0875309554888358,1,0,0.975877587758776,0.9783549783549784,0.950354609929078,-0.1071146557169931,-0.1594473542009619,0.0015160607687691,0.0504058272952111,-0.1227483681147245,-0.1278726094653347
23,0.9291553133514987,0.0269741384212591,0.0223825507226317,0.0174129007026102,6,0,0.9541098415038702,0.9251101321585904,0.9357142857142856,0.0319183737929788,0.0112094414732063,-0.0010909786559536,0.0452130306308881,0.0195537732454656,0.0018477294708263
24,0.9275766016713092,-0.0807256535729978,-0.0045276989812415,-0.0174574935149681,5,0,0.951733928209288,0.9447004608294932,0.9014084507042254,-0.0416309448605722,-0.1278796357811339,-0.0170149780772739,0.0085507605045539,-0.0987563476635921,-0.0692063715848208
25,0.8870523415977962,0.2158075729707446,0.0379149560144209,0.3211115157331579,3,1,0.930834114339269,0.8834080717488789,0.8928571428571429,0.233755978702283,0.1856165271653589,0.0301357424691063,0.0456302616871821,0.2200637200067164,0.2041378855429269
26,0.8832891246684351,0.1339158148537437,0.110882270641346,0.1627777270217634,4,0,0.9136868064118372,0.965665236051502,0.75,0.1818653551123543,0.0760124145257779,-0.0006954689864874,0.2276870725358832,0.1055926077705797,0.0849427542309946
27,0.7220779220779221,0.1240877676703493,0.0902905282052559,0.0704907843785936,3,0,0.8348173723423588,0.7226890756302521,0.7210884353741497,0.1405784676473241,0.0962731407831337,0.050728612402334,0.1295203311928154,0.0714968238240171,-0.0673630666782171
