period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.9195171026156942,0.0514611343590794,0.0350466830316872,-0.013355511900663,3,0,0.863130659767141,0.9448051948051948,0.8736263736263736,-0.0419055691788616,0.1966227524052415,0.0138880562933506,0.0703584042760083,-0.080132950908547,-0.0521094659148591
1,0.9657947686116701,0.167205413966168,-0.0151145210584639,0.1144314845117533,5,0,0.9219703574542284,0.9772727272727272,0.945054945054945,0.0722326108296835,0.310271172732987,-0.0001538375412864,-0.0406332836790038,0.0170001745510639,0.1465384843949129
2,0.951417004048583,0.2220515541469805,0.0129298556572158,-0.005142382469591,6,0,0.9145739429062032,0.9577922077922078,0.9385474860335196,0.0770946631992298,0.4667244872220909,0.0199168645565554,0.0022349494918475,-0.0007036609165034,-0.1671612281624739
3,0.9453441295546559,-0.0143501146098386,0.0300941478043128,-0.008215071819359,5,0,0.9094874591057798,0.9807692307692308,0.88,-0.0377338081951151,-0.0119656519876525,0.0076139978791092,0.0757296400059365,-0.0661226760312398,-0.1050762366524969
4,0.9282868525896415,0.1197314096481524,0.0143876438826927,0.0795795136399427,0,0,0.7784717884655423,0.961904761904762,0.8666666666666667,0.0370577628228429,0.2393936148490391,-0.0022955374196909,0.0434849586731473,0.0578044691307293,0.0211782050471254
5,0.9543650793650794,0.1372742985037267,0.0171672537262054,0.1485386998224216,4,1,0.8624916425228437,0.9587301587301588,0.945054945054945,0.0606177079468786,0.2435695067803191,0.0320382580152239,-0.009269581189148,0.1281952684709149,0.1503547915140809
6,0.9027777777777778,0.2131439273784258,0.0878371336038503,0.1481548346513153,5,0,0.7656375300721732,0.9428571428571428,0.8296703296703297,0.1078576488707414,0.375546509346711,0.1223888602931216,0.0298330208911469,0.1298827184839532,0.1520511126606936
7,0.9467455621301776,0.2044729102182697,0.0014096387305713,0.1853216388075,6,0,0.9151134521880064,0.9685534591194968,0.9065934065934066,0.1377502671427664,0.2869013920974349,0.0031195758263209,-0.0017414610850726,0.1720002529919005,0.1385968683393617
8,0.9060665362035226,0.2378093256645382,0.0029671363377194,0.2190047377475303,2,0,0.8197552447552447,0.9316770186335404,0.8571428571428571,0.1486448659708237,0.3654475971605539,0.0079690983835005,-0.0058035076144922,0.1924996854905231,0.209047446991099
9,0.9452054794520548,0.3293177621729065,0.0313019624749046,0.2453283129391044,2,0,0.9009546539379476,0.9596273291925466,0.9175824175824177,0.2095405712659429,0.5164613419707166,0.0108960075432371,0.065227471340842,0.2045166806893364,0.2611474114146973
10,0.9513618677042802,0.2572655228576663,0.0646018164645639,0.1774036253357183,4,0,0.8692665184885836,0.968944099378882,0.918918918918919,0.1232541480409712,0.4774674997097293,0.086959867471811,0.0291715524920452,0.1192635739630721,0.2419817965905009
11,0.9362934362934363,0.1240641995245127,0.0337893173329963,0.052816617906685,3,0,0.8779418550992155,0.9782608695652174,0.8624338624338624,0.0319856217706619,0.2631262336497615,0.0339066453395375,0.0335895111450621,0.031810702867542,0.0393981749357177
12,0.9420849420849421,0.1217185349108883,-0.0220986643677306,0.0855633734924853,1,0,0.8694865415064466,0.9782608695652174,0.8783068783068783,-0.0409751764414793,0.4080808313348038,-0.0533016210803029,0.0221987484081424,0.0172068747202784,0.1878798282292633
13,0.9671814671814672,0.0658353328392251,-0.0080338520007643,0.1474488064530207,5,0,0.9741241126631556,0.9968944099378882,0.9153439153439152,-0.0441565193499478,0.2449743160625702,0.0,-0.0208905833187277,0.1037110650770362,0.1836360341416359
14,0.862934362934363,0.1288024881796121,-0.0024850440674023,0.1674033114523091,3,0,0.8953121715366827,0.8726708074534162,0.8412698412698413,0.0144582231051372,0.3140521966472746,0.017876394189521,-0.0352500576793518,0.107282281436892,0.2276397252749495
15,0.7374517374517375,0.3245527807903975,0.0280603308025923,0.1927580568747027,3,0,0.69128305582762,0.7018633540372671,0.7883597883597884,0.1695636962274517,0.5853160145255379,0.0119964589430261,0.0527627003345645,0.1413823207282478,0.2545103235924164
16,0.8166023166023166,0.1871409268632177,0.0413287114282556,0.1256430190647909,5,0,0.82860103626943,0.8291925465838509,0.7883597883597884,0.1035058118733081,0.3056368535475062,0.047196312716874,0.030991743456862,0.0886297786037638,0.1526746472066151
17,0.871401151631478,0.1717186269074283,0.0470154746225977,0.1168042153135385,6,0,0.8388526119402985,0.9285714285714286,0.7708333333333334,0.0422499545508151,0.3864751948816293,0.0573822808237225,0.0307717689648226,0.0670093523438898,0.1759915910768999
18,0.8359073359073359,0.2476149485095367,0.0330635793771019,0.1772606158523775,1,1,0.7891576902701748,0.860248447204969,0.7883597883597884,0.1654819732505487,0.3601356464224655,0.0154532000527144,0.0645173271060913,0.1639475548814625,0.1670708612136656
19,0.8745173745173747,0.3993715071007735,0.0397565590668694,0.4076869097871782,0,3,0.8917535918126354,0.9006211180124224,0.8253968253968254,0.2461860400512266,0.6528564622227913,0.0470239712281039,0.0283354603886493,0.3503555774971726,0.4937259115458771
20,0.8826923076923077,0.0922784338168517,0.0353230515153384,0.1272657219231155,3,0,0.8502798507462687,0.9074074074074074,0.8359788359788359,0.1734953558596156,-0.1283811512329491,0.0282374424552429,0.0552074427556523,0.1650226559222475,-0.0482024522681896
21,0.9196078431372549,0.1537148765792272,0.0294569984421062,0.151369839056606,4,0,0.9199169166858988,0.939209726443769,0.8793103448275862,0.174245672583311,0.0566598069400682,-0.006620898828541,0.1130260260023207,0.1458437675702519,0.0714481940148535
22,0.8757281553398059,0.0539335070429394,0.0381929977745277,0.0734666708976271,3,0,0.8565247096333409,0.917933130699088,0.7932960893854749,0.0729829275533789,-0.0353409377539868,0.0128801991552683,0.096879669212252,0.0772289679319047,-0.0432043707451197
23,0.9258555133079848,0.0813001434349635,0.0429997173326872,0.1211650070260227,2,0,0.9064598286640426,0.98159509202454,0.8290155440414507,0.1027554951496127,-0.0142763055167415,0.0146128514274827,0.1091942059595554,0.1169570047313397,0.0173387496676706
24,0.8359073359073359,0.09364800141087,0.0435688340615604,0.1125767830134696,5,0,0.8703483768804434,0.8819875776397516,0.7513227513227513,0.0740633836355003,0.0830343880496622,0.0274982241419627,0.0767888911993715,0.1034283151382928,0.1059428344234045
